Trial_Nr,Trial_Id,answer,cue,reaction_time,target,target_pos_match,XGazeError,End_Time,Exp_Subject_Id,Is_Fullscreen,Start_Time,label,target_pos,target_match,accuracy,error
6,128,L,invalid,700,occhiali,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
15,118,L,invalid,499,banana,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
20,49,A,invalid,342,mucca,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
36,124,L,invalid,546,frullatore,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
38,40,A,invalid,463,banana,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
39,52,A,invalid,551,pistola,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
40,137,L,invalid,503,uva,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
45,41,A,invalid,590,bicchiere,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
63,135,L,invalid,516,telefono,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
69,123,L,invalid,542,coniglio,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
78,131,L,invalid,720,pomodoro,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
88,122,L,invalid,483,chiave,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
100,59,A,invalid,491,uva,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
105,126,L,invalid,486,melone,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
120,125,L,invalid,482,mandorla,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
125,42,A,invalid,638,cane,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
126,136,L,invalid,533,termometro,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,13.194444444444445
137,57,A,invalid,385,telefono,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
140,47,A,invalid,468,mandorla,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,13.194444444444445
8,202,A,invalid,638,frullatore,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
11,200,A,invalid,620,chiave,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
35,208,A,invalid,559,pistola,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
43,209,A,invalid,458,pomodoro,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
49,289,L,invalid,425,tartaruga,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,12.5
59,274,L,invalid,470,banana,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,12.5
60,212,A,invalid,506,telecomando,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
62,204,A,invalid,612,melone,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
64,210,A,invalid,454,rasoio,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
68,215,A,invalid,370,uva,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
82,277,L,invalid,604,cervo,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,12.5
102,207,A,invalid,412,pinza,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
103,214,A,invalid,565,termometro,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
123,213,A,invalid,623,telefono,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
127,285,L,invalid,495,pinza,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,12.5
128,279,L,invalid,487,coniglio,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,12.5
129,282,L,invalid,505,melone,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,12.5
132,197,A,invalid,508,bicchiere,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,12.5
14,79,L,valid,412,banana,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
16,10,A,valid,492,mucca,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,11.11111111111111
37,93,L,valid,469,rasoio,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
44,81,L,valid,474,cane,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
55,7,A,valid,464,frullatore,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,11.11111111111111
61,9,A,valid,590,melone,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,11.11111111111111
66,98,L,valid,546,uva,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
89,82,L,valid,436,cervo,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
91,95,L,valid,496,telecomando,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
93,14,A,valid,490,pomodoro,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,11.11111111111111
96,96,L,valid,443,telefono,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
104,18,A,valid,509,telefono,left_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,match,1,11.11111111111111
110,91,L,valid,507,pistola,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
134,92,L,valid,439,pomodoro,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
136,88,L,valid,467,mucca,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
143,97,L,valid,539,termometro,right_match,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,match,1,11.11111111111111
9,163,A,valid,468,frullatore,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
13,243,L,valid,466,melone,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
22,171,A,valid,521,rasoio,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
24,168,A,valid,464,pinza,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
25,245,L,valid,513,occhiali,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
47,239,L,valid,486,chiave,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
48,172,A,valid,470,tartaruga,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
51,162,A,valid,471,coniglio,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
57,159,A,valid,508,cane,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
58,157,A,valid,504,banana,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
65,240,L,valid,409,coniglio,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
76,241,L,valid,558,frullatore,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
90,174,A,valid,495,telefono,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
101,247,L,valid,456,pistola,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
108,244,L,valid,392,mucca,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
114,252,L,valid,632,telefono,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
116,236,L,valid,416,bicchiere,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
121,164,A,valid,483,mandorla,left_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,left,mismatch,1,13.194444444444445
135,253,L,valid,471,termometro,right_mismatch,27.16512468,2021-12-20T13:03:17Z,339184,TRUE,2021-12-20T12:46:13Z,word,right,mismatch,1,13.194444444444445
23,137,L,invalid,343,uva,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
28,126,L,invalid,420,melone,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
30,55,A,invalid,439,tartaruga,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
36,45,A,invalid,351,coniglio,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
48,122,L,invalid,420,chiave,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
51,46,A,invalid,335,frullatore,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
75,51,A,invalid,581,pinza,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
85,136,L,invalid,478,termometro,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
92,127,L,invalid,500,mucca,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
96,125,L,invalid,497,mandorla,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
108,131,L,invalid,350,pomodoro,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
109,56,A,invalid,415,telecomando,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
118,59,A,invalid,422,uva,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
120,52,A,invalid,426,pistola,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
124,118,L,invalid,505,banana,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
133,44,A,invalid,449,chiave,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
135,54,A,invalid,364,rasoio,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
138,128,L,invalid,416,occhiali,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
141,50,A,invalid,434,occhiali,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,13.88888888888889
142,132,L,invalid,458,rasoio,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,13.88888888888889
18,215,A,invalid,348,uva,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
20,198,A,invalid,366,cane,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
26,282,L,invalid,429,melone,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
42,284,L,invalid,350,occhiali,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
45,277,L,invalid,499,cervo,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
56,208,A,invalid,357,pistola,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
64,291,L,invalid,524,telefono,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
65,209,A,invalid,514,pomodoro,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
74,199,A,invalid,432,cervo,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
79,289,L,invalid,647,tartaruga,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
95,276,L,invalid,447,cane,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
100,293,L,invalid,341,uva,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
113,290,L,invalid,497,telecomando,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
114,275,L,invalid,450,bicchiere,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,12.5
117,204,A,invalid,434,melone,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
123,200,A,invalid,448,chiave,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
140,201,A,invalid,333,coniglio,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
144,202,A,invalid,348,frullatore,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,12.5
1,3,A,valid,533,cane,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
5,95,L,valid,434,telecomando,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
19,89,L,valid,351,occhiali,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
24,82,L,valid,349,cervo,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
34,94,L,valid,415,tartaruga,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
44,18,A,valid,355,telefono,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
46,81,L,valid,584,cane,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
58,15,A,valid,418,rasoio,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
61,16,A,valid,277,tartaruga,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
68,80,L,valid,492,bicchiere,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
70,86,L,valid,415,mandorla,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
91,1,A,valid,433,banana,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
94,96,L,valid,419,telefono,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
97,83,L,valid,352,chiave,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
101,7,A,valid,414,frullatore,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
102,13,A,valid,515,pistola,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
105,84,L,valid,349,coniglio,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
110,4,A,valid,418,cervo,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
126,6,A,valid,414,coniglio,left_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,match,1,14.583333333333334
131,90,L,valid,348,pinza,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
137,79,L,valid,340,banana,right_match,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,match,1,14.583333333333334
2,165,A,valid,351,melone,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
10,254,L,valid,402,uva,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
21,245,L,valid,347,occhiali,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
22,243,L,valid,434,melone,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
32,242,L,valid,434,mandorla,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
39,253,L,valid,417,termometro,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
40,172,A,valid,286,tartaruga,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
43,170,A,valid,249,pomodoro,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
54,167,A,valid,517,occhiali,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
57,252,L,valid,430,telefono,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
67,235,L,valid,754,banana,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
69,247,L,valid,351,pistola,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
77,249,L,valid,419,rasoio,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
80,237,L,valid,365,cane,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
84,171,A,valid,349,rasoio,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
89,238,L,valid,434,cervo,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
90,166,A,valid,436,mucca,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
98,161,A,valid,362,chiave,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
107,175,A,valid,349,termometro,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
129,173,A,valid,425,telecomando,left_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,left,mismatch,1,15.27777777777778
134,246,L,valid,367,pinza,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
139,244,L,valid,429,mucca,right_mismatch,53.20051056,2021-12-20T13:06:13Z,339186,TRUE,2021-12-20T12:46:40Z,word,right,mismatch,1,15.27777777777778
8,47,A,invalid,876,mandorla,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
14,40,A,invalid,837,banana,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
16,46,A,invalid,952,frullatore,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
28,132,L,invalid,831,rasoio,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
52,55,A,invalid,466,tartaruga,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
57,135,L,invalid,633,telefono,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
61,56,A,invalid,500,telecomando,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
63,136,L,invalid,847,termometro,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
84,50,A,invalid,649,occhiali,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
86,137,L,invalid,420,uva,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
98,48,A,invalid,477,melone,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
107,44,A,invalid,394,chiave,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
114,119,L,invalid,478,bicchiere,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
116,131,L,invalid,479,pomodoro,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
117,49,A,invalid,552,mucca,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
119,124,L,invalid,496,frullatore,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
120,58,A,invalid,707,termometro,left_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,left,match,1,12.5
143,127,L,invalid,604,mucca,right_match,34.79718367,2021-12-20T13:11:35Z,339220,TRUE,2021-12-20T12:54:13Z,word,right,match,1,12.5
