"ID","School","Grade","Age_months","Gender","listType","time"
"ZEMA5B","Giuliari",5,131,"M","T.Nonparole.C",21
"GIGA5B","Giuliari",5,142,"F","T.Nonparole.C",18
"DIBU5B","Giuliari",5,126,"M","T.Nonparole.C",22
"ALPE1A","Meneghetti",6,147,"M","T.Nonparole.C",18
"AMLL1A","Meneghetti",6,143,"F","T.Nonparole.C",18
"ALPO1A","Meneghetti",6,139,"F","T.Nonparole.C",14
"YAJA1A","Meneghetti",6,144,"M","T.Nonparole.C",22
"ILST1A","Meneghetti",6,154,"M","T.Nonparole.C",22
"FRMA1A_M","Meneghetti",6,145,"M","T.Nonparole.C",42
"GIRA1A2","Meneghetti",6,137,"F","T.Nonparole.C",14
"YAAB1A","Meneghetti",6,141,"F","T.Nonparole.C",17
"BAAB1A","Meneghetti",6,142,"F","T.Nonparole.C",16
"RIGH1A","Meneghetti",6,142,"M","T.Nonparole.C",15
"SASE1A","Meneghetti",6,142,"F","T.Nonparole.C",23
"FIBI1A","Meneghetti",6,146,"M","T.Nonparole.C",15
"GIRA1A1","Meneghetti",6,146,"F","T.Nonparole.C",13
"AVPA1A","Meneghetti",6,149,"F","T.Nonparole.C",13
"ENBO1B","Cappelletti Turco",6,145,"M","T.Nonparole.C",78
"LODO1B","Cappelletti Turco",6,137,"M","T.Nonparole.C",23
"GILE1B","Cappelletti Turco",6,141,"M","T.Nonparole.C",47
"MARMA1B","Cappelletti Turco",6,139,"F","T.Nonparole.C",26
"GIMA1B","Cappelletti Turco",6,141,"F","T.Nonparole.C",27
"GINO1B","Cappelletti Turco",6,141,"F","T.Nonparole.C",32
"PITO1B","Cappelletti Turco",6,140,"M","T.Nonparole.C",30
"GIZA1B","Cappelletti Turco",6,145,"F","T.Nonparole.C",36
"VI+A14CA2A","Cappelletti Turco",7,150,"F","T.Nonparole.C",32
"CACO2A","Cappelletti Turco",7,153,"F","T.Nonparole.C",33
"CAMA2A","Cappelletti Turco",7,150,"F","T.Nonparole.C",25
"ALMA2A","Cappelletti Turco",7,151,"F","T.Nonparole.C",24
"ALRI2A","Cappelletti Turco",7,148,"F","T.Nonparole.C",28
"LETA2A","Cappelletti Turco",7,151,"F","T.Nonparole.C",34
"SAZA2A","Cappelletti Turco",7,156,"F","T.Nonparole.C",27
"SAAL1A","Cappelletti Turco",6,136,"F","T.Nonparole.C",25
"ALCR1A","Cappelletti Turco",6,142,"F","T.Nonparole.C",46
"GIFE1A","Cappelletti Turco",6,144,"M","T.Nonparole.C",26
"GIGR1A","Cappelletti Turco",6,137,"M","T.Nonparole.C",30
"FIPE1A","Cappelletti Turco",6,137,"M","T.Nonparole.C",25
"EMPR1A","Cappelletti Turco",6,137,"F","T.Nonparole.C",22
"LOPA3A","Meneghetti",8,166,"M","T.Nonparole.C",40
"DEHU3A","Meneghetti",8,164,"M","T.Nonparole.C",18
"RICU3A","Meneghetti",8,165,"M","T.Nonparole.C",22
"FADI3A","Meneghetti",8,161,"F","T.Nonparole.C",18
"DAHY3A","Meneghetti",8,172,"F","T.Nonparole.C",31
"NOCO3A","Meneghetti",8,170,"F","T.Nonparole.C",26
"SOBR3A","Meneghetti",8,163,"F","T.Nonparole.C",55
"ANAG3A","Meneghetti",8,170,"F","T.Nonparole.C",20
"NEOK3A","Meneghetti",8,171,"F","T.Nonparole.C",21
"CHFA3A","Meneghetti",8,165,"F","T.Nonparole.C",22
"TOME3A","Meneghetti",8,172,"M","T.Nonparole.C",18
"VEST3A","Meneghetti",8,173,"M","T.Nonparole.C",15
"OLPI3A","Meneghetti",8,165,"F","T.Nonparole.C",42
"LITA3A","Meneghetti",8,183,"F","T.Nonparole.C",21
"SEVR3A","Meneghetti",8,171,"F","T.Nonparole.C",36
"RINA3A","Giuliari",3,114,"M","T.Nonparole.C",46
"GAGU3A","Giuliari",3,114,"M","T.Nonparole.C",36
"FRCO3A","Giuliari",3,120,"M","T.Nonparole.C",87
"AUCO3A","Giuliari",3,112,"F","T.Nonparole.C",71
"MAKA3A","Giuliari",3,109,"F","T.Nonparole.C",47
"ENCE3A","Giuliari",3,114,"M","T.Nonparole.C",67
"AUBA3A","Giuliari",3,114,"F","T.Nonparole.C",53
"ALPI3A","Giuliari",3,112,"M","T.Nonparole.C",39
"CHSA3A","Giuliari",3,107,"F","T.Nonparole.C",29
"MAHA3A","Giuliari",3,114,NA,"T.Nonparole.C",63
"ADAL3A","Giuliari",3,114,NA,"T.Nonparole.C",28
"NIBE3A","Giuliari",3,114,NA,"T.Nonparole.C",27
"AUAR2C","Meneghetti",7,159,"F","T.Nonparole.C",21
"CARO2C","Meneghetti",7,168,"M","T.Nonparole.C",42
"ELEP2C","Meneghetti",7,154,"F","T.Nonparole.C",21
"GIBI2C","Meneghetti",7,152,"F","T.Nonparole.C",23
"VIRA2C","Meneghetti",7,153,"M","T.Nonparole.C",24
"IRMA2C","Meneghetti",7,170,"M","T.Nonparole.C",20
"DAEL2C","Meneghetti",7,154,"M","T.Nonparole.C",33
"ALGA2C","Meneghetti",7,173,"F","T.Nonparole.C",36
"MOMA2C","Meneghetti",7,150,"M","T.Nonparole.C",23
"MASE2C","Meneghetti",7,161,"M","T.Nonparole.C",22
"ACDO2C","Meneghetti",7,154,"M","T.Nonparole.C",29
"GRMI2C","Meneghetti",7,157,"M","T.Nonparole.C",22
"NIGH2C","Meneghetti",7,161,"M","T.Nonparole.C",22
"BAGI1D","San Martino",6,139,"M","T.Nonparole.C",21
"BAVA1D","San Martino",6,139,"F","T.Nonparole.C",19
"BEDA1D","San Martino",6,141,"M","T.Nonparole.C",14
"BRBE1D","San Martino",6,136,"F","T.Nonparole.C",18
"CANI1D","San Martino",6,138,"M","T.Nonparole.C",19
"CECR1D","San Martino",6,136,"M","T.Nonparole.C",14
"CEFR1D","San Martino",6,141,"F","T.Nonparole.C",18
"CETH1D","San Martino",6,139,"M","T.Nonparole.C",21
"CUFE1D","San Martino",6,139,"F","T.Nonparole.C",17
"ESNA1D","San Martino",6,143,"M","T.Nonparole.C",24
"FUSA1D","San Martino",6,139,"F","T.Nonparole.C",20
"GAGI1D","San Martino",6,147,"F","T.Nonparole.C",20
"GENI1D","San Martino",6,148,"M","T.Nonparole.C",28
"GUGI1D","San Martino",6,145,"F","T.Nonparole.C",13
"HELE1D","San Martino",6,147,"M","T.Nonparole.C",14
"MILU1D","San Martino",6,144,"M","T.Nonparole.C",16
"NAEM1D","San Martino",6,136,"F","T.Nonparole.C",17
"PAMA1D","San Martino",6,142,"F","T.Nonparole.C",16
"TESA1D","San Martino",6,147,"F","T.Nonparole.C",17
"ZADA1D","San Martino",6,143,"M","T.Nonparole.C",12
"NTST1D","San Martino",6,138,"M","T.Nonparole.C",63
